Price,Bedrooms,Bathrooms,SqFt,City,Province,Year_Built,Type,Garage,Lot_Area
587033,2,2,1184,Montreal,QC,2014,Condo,0,5889
894897,2,2,904,Toronto,QC,1989,House,1,6003
941738,2,3,1382,Calgary,QC,2019,Condo,1,1219
206399,1,2,3513,Montreal,AB,1956,Apartment,1,5195
885462,1,3,2830,Vancouver,BC,1989,Condo,1,6564
937321,4,1,3987,Montreal,ON,1968,Apartment,0,7625
624688,4,3,1226,Montreal,ON,2006,House,0,8935
428461,5,2,3968,Calgary,QC,1951,Apartment,0,2861
675952,2,3,1148,Vancouver,QC,2008,House,0,8500
217955,5,3,1951,Calgary,ON,1989,Apartment,0,1520
334107,2,1,1052,Montreal,ON,1960,Apartment,1,8139
219616,2,1,3106,Montreal,ON,2019,House,1,5693
345674,2,2,1376,Vancouver,BC,2016,House,1,8567
366995,3,2,834,Ottawa,AB,2005,House,0,3700
578381,1,3,3472,Vancouver,ON,1953,Condo,1,2142
868483,1,2,1406,Montreal,AB,2010,Condo,1,9037
305034,4,3,2169,Vancouver,AB,1955,Apartment,1,9853
870555,3,3,1888,Ottawa,QC,1998,Condo,1,9634
295868,5,1,2732,Ottawa,ON,1965,Apartment,1,3450
247380,3,1,3975,Toronto,QC,1997,Apartment,0,3974
878160,5,1,976,Ottawa,BC,1971,House,1,1832
819292,3,3,2847,Toronto,ON,1964,Apartment,0,1970
767748,5,3,2922,Calgary,ON,1963,Condo,1,9277
292191,2,2,1271,Vancouver,BC,2013,House,0,7609
353882,3,1,1219,Calgary,BC,1983,Apartment,1,4168
286923,2,3,945,Calgary,ON,1982,Apartment,0,9680
599208,2,2,899,Ottawa,BC,2011,Condo,0,9380
345485,2,3,1074,Calgary,ON,1966,Condo,1,6879
466233,1,3,3811,Vancouver,ON,2010,Apartment,1,3817
642159,2,1,1818,Calgary,BC,1976,Condo,1,8062
412935,4,3,2930,Calgary,AB,1959,House,0,9784
610878,4,1,2416,Ottawa,ON,2014,House,0,4790
727546,1,2,2010,Calgary,QC,2010,Condo,0,6313
579720,3,1,1042,Vancouver,QC,1972,Condo,1,5656
859604,4,1,3164,Ottawa,ON,1994,Apartment,1,9654
747220,1,3,969,Toronto,QC,1997,Apartment,1,1877
891957,4,3,2435,Vancouver,QC,1994,Apartment,1,1820
292318,2,2,2701,Vancouver,BC,1956,Condo,1,2524
904822,1,3,1258,Vancouver,BC,1986,House,0,2180
880740,3,2,2097,Vancouver,ON,2012,Condo,0,9890
569604,1,1,1050,Calgary,ON,2008,House,0,3858
316969,1,1,1703,Ottawa,BC,1974,Apartment,0,8461
296044,4,3,2574,Vancouver,ON,1979,Condo,1,3127
306776,4,1,2438,Montreal,BC,1951,Apartment,0,2640
469845,2,2,3248,Toronto,ON,1972,Apartment,1,2198
619396,2,1,1435,Ottawa,ON,2019,Apartment,1,9270
781413,5,3,2674,Ottawa,QC,1975,Apartment,0,6738
102603,5,2,3682,Vancouver,ON,1973,Apartment,0,1838
303490,5,1,2115,Calgary,ON,1988,House,1,7651
748440,2,3,2442,Vancouver,ON,2012,Condo,0,8151
320976,2,2,3682,Ottawa,AB,1960,Apartment,0,3453
279041,2,3,3607,Ottawa,QC,1980,Condo,0,8577
448307,5,1,3175,Ottawa,AB,2007,Condo,1,2821
252065,2,1,1263,Calgary,BC,2005,Condo,1,8961
554225,2,3,3463,Ottawa,AB,1968,Apartment,0,2770
562089,3,3,2152,Calgary,ON,1973,Apartment,0,4166
800063,1,2,3364,Toronto,QC,2010,Condo,0,4055
411115,5,1,2758,Toronto,ON,2004,Condo,1,3253
543713,5,1,3232,Toronto,QC,1982,Condo,0,5050
254372,2,3,899,Vancouver,BC,1981,Condo,0,6067
464280,4,1,3037,Calgary,BC,2000,Condo,0,2604
956922,4,3,1024,Ottawa,ON,2020,Apartment,1,4731
331885,4,1,1161,Toronto,BC,2007,Apartment,1,6059
158954,1,3,3634,Toronto,ON,1984,Apartment,1,3668
163579,3,3,873,Vancouver,QC,1986,House,0,1659
651099,5,2,3816,Toronto,ON,1975,House,1,3119
457727,2,2,2928,Ottawa,BC,2008,Condo,1,3878
137842,4,3,3065,Vancouver,ON,1968,Apartment,1,3743
315436,4,3,1196,Ottawa,ON,2016,Condo,1,6173
536176,5,3,3739,Montreal,QC,1995,House,1,9354
284924,2,2,2615,Vancouver,ON,1982,Apartment,1,9130
628557,4,1,1791,Montreal,QC,1998,House,1,1194
271800,5,3,1771,Calgary,ON,1990,Apartment,0,1588
966287,2,1,810,Montreal,AB,1987,Apartment,1,9806
778583,1,2,2548,Ottawa,QC,1992,Condo,1,5314
714992,4,3,2846,Ottawa,AB,1951,Condo,1,2095
291341,2,1,3450,Toronto,ON,2019,Apartment,0,2640
129427,5,3,3913,Toronto,QC,2013,Condo,1,1940
989293,4,3,2309,Montreal,AB,1958,Apartment,0,8222
550852,5,3,2353,Calgary,BC,1985,Apartment,1,9054
400282,5,2,3940,Toronto,ON,1985,Condo,1,9858
687806,4,2,2150,Calgary,QC,1980,Condo,1,1702
961189,3,1,2162,Vancouver,QC,1997,House,0,6516
615580,4,2,1532,Vancouver,AB,1970,Condo,0,1609
349803,1,3,1795,Toronto,AB,1962,Apartment,1,9706
463609,3,3,2685,Ottawa,AB,1953,Condo,0,4022
845592,4,2,1949,Calgary,ON,1962,Apartment,1,4768
491182,4,3,2190,Calgary,ON,2000,House,0,8340
408170,3,3,1369,Ottawa,QC,1973,Condo,0,9646
872953,4,2,2946,Vancouver,ON,1960,Condo,0,5038
799718,1,2,2625,Montreal,BC,1966,House,1,1525
252229,2,3,1512,Calgary,AB,1996,Apartment,0,7987
713466,1,1,1793,Montreal,BC,2006,House,0,8359
535670,3,2,3974,Ottawa,QC,1958,House,1,9326
916430,2,3,3141,Calgary,QC,2022,House,1,7810
726303,4,3,3142,Vancouver,AB,2004,Condo,0,3212
526513,4,3,3839,Vancouver,QC,1960,Apartment,0,6758
805675,2,1,3407,Montreal,BC,1985,House,0,8657
661795,4,2,2026,Calgary,QC,1985,House,0,2308
788657,2,1,2026,Toronto,QC,1994,House,1,8201
521652,1,1,984,Calgary,ON,2001,Condo,1,5477
415222,1,3,3159,Calgary,QC,2014,Apartment,1,6144
711022,5,3,1979,Ottawa,ON,1967,Condo,0,3110
406774,3,1,3355,Toronto,AB,1955,Apartment,0,7482
850808,5,3,1275,Toronto,BC,2000,House,0,3773
677293,5,3,2512,Vancouver,QC,1977,Condo,0,4782
543700,5,3,1333,Toronto,AB,1986,Condo,1,8769
603874,5,3,989,Toronto,ON,2021,Apartment,1,2367
646710,1,1,2520,Toronto,BC,1981,Apartment,1,3430
619416,2,3,3359,Ottawa,AB,1986,House,0,1642
584388,4,3,2941,Vancouver,ON,1991,House,0,2760
421733,3,2,3604,Vancouver,QC,2013,House,1,8588
317510,1,2,1407,Calgary,ON,1970,Apartment,1,6419
503060,1,1,3912,Ottawa,AB,1994,Condo,1,3199
819751,2,1,3251,Calgary,QC,1950,Apartment,1,4289
783466,3,3,3231,Ottawa,BC,1963,Condo,1,5906
928886,4,2,3233,Vancouver,AB,1989,Apartment,0,2834
605488,2,2,1990,Ottawa,AB,2002,House,0,3819
392635,1,2,3925,Toronto,BC,1951,Condo,1,5623
309386,4,2,1326,Toronto,AB,2000,Condo,1,6445
220126,3,3,3166,Calgary,QC,1952,Condo,0,2490
736502,1,3,2063,Ottawa,ON,1968,House,1,2070
760624,1,1,2449,Ottawa,QC,1999,House,0,9568
115044,4,2,2721,Calgary,QC,1995,Condo,1,7621
926569,5,2,996,Montreal,ON,2005,Apartment,1,3835
646490,1,2,2255,Montreal,QC,1960,Apartment,1,1039
218323,5,2,1321,Montreal,QC,2016,Apartment,1,8803
107638,2,1,3766,Ottawa,BC,1996,House,0,7067
356347,3,1,3677,Ottawa,ON,2015,Apartment,0,6473
953104,4,1,867,Ottawa,BC,1990,Condo,1,4292
197769,5,1,3752,Calgary,AB,2010,Condo,0,7609
710196,4,3,3684,Calgary,BC,2016,House,0,7188
850187,4,3,2685,Calgary,BC,2015,Condo,0,6542
464235,5,1,3517,Ottawa,QC,1952,Condo,0,2926
473697,1,1,1993,Ottawa,ON,2022,House,0,8019
217414,5,2,2508,Montreal,QC,2019,Apartment,0,9342
595224,3,3,1786,Montreal,QC,1999,Apartment,1,2592
121399,3,3,3307,Montreal,ON,2016,Condo,0,4020
284968,5,1,886,Ottawa,AB,1961,House,1,8171
817237,1,3,1592,Ottawa,ON,1966,Apartment,1,3746
280760,3,2,1927,Toronto,AB,2016,Condo,1,1484
125672,2,3,2355,Vancouver,ON,2010,Condo,0,5825
187319,5,3,2029,Calgary,AB,2016,Apartment,0,6480
614190,2,1,1208,Ottawa,ON,1979,Apartment,0,2014
414257,3,3,1601,Ottawa,ON,1953,Condo,1,7368
344061,2,3,1678,Vancouver,AB,2009,Apartment,1,8338
987304,4,3,3079,Montreal,AB,1967,Condo,1,2320
985622,2,2,942,Montreal,ON,1957,House,0,4526
118041,3,1,1079,Montreal,ON,1983,House,0,6275
335518,2,1,1726,Calgary,AB,1951,Apartment,1,5518
630523,5,2,2441,Calgary,BC,1970,House,0,8129
648697,1,3,2155,Montreal,QC,2013,Apartment,1,2435
319018,4,2,2859,Vancouver,ON,1974,House,0,2880
897358,2,3,1016,Toronto,ON,2016,Apartment,0,9116
726138,5,1,1810,Montreal,BC,2012,House,1,4056
595115,4,2,1615,Toronto,ON,2018,Apartment,1,5199
516796,1,2,1919,Ottawa,BC,1971,House,1,9157
685141,1,1,2794,Toronto,ON,1987,Condo,1,9441
180362,5,1,2246,Calgary,QC,1991,Condo,1,4165
394310,1,2,3346,Montreal,ON,2002,House,0,7951
832169,5,2,2625,Montreal,ON,1989,Apartment,1,1596
891269,1,3,2902,Montreal,ON,1984,Apartment,0,2692
332291,2,1,3026,Toronto,ON,1950,Condo,1,9687
415882,3,2,1124,Calgary,QC,1987,Apartment,0,8243
717989,3,2,3579,Toronto,ON,1988,Apartment,1,6435
552564,3,3,1814,Montreal,QC,1989,Apartment,1,2773
779344,3,1,1195,Vancouver,ON,1956,Apartment,1,9353
217736,2,1,2364,Montreal,QC,1971,Condo,1,2485
671744,4,2,3532,Toronto,QC,1955,House,0,8906
477354,5,3,2462,Montreal,AB,1996,Apartment,0,3775
429380,4,3,1683,Calgary,AB,2016,Condo,0,7544
287030,4,3,2887,Calgary,QC,2002,Condo,1,9915
335229,1,1,2542,Vancouver,ON,1952,Apartment,0,1330
175346,4,2,2209,Vancouver,ON,1990,House,1,3560
591844,5,2,2858,Montreal,AB,1978,Condo,0,7054
193553,2,3,2109,Montreal,ON,1975,Condo,0,7271
109726,1,3,3864,Calgary,ON,1958,House,1,5777
292473,2,2,2578,Ottawa,ON,1977,House,1,6306
458242,3,3,2436,Vancouver,QC,1975,House,0,6798
827999,4,2,3642,Calgary,ON,1951,Apartment,1,9512
384473,2,3,1383,Montreal,AB,2004,Condo,0,6911
625303,2,2,2367,Toronto,ON,2010,Condo,1,1422
400769,2,1,1370,Vancouver,ON,1950,House,1,3055
206549,5,3,3774,Vancouver,ON,2012,Apartment,1,8127
821871,3,1,1163,Ottawa,QC,1951,House,1,2842
978958,3,1,1592,Ottawa,ON,2020,House,0,4977
689837,5,2,2538,Montreal,AB,1990,Apartment,1,7689
482005,1,2,986,Montreal,BC,2015,Condo,0,4472
938113,3,1,3218,Ottawa,QC,1978,Apartment,1,5127
825224,5,3,1825,Toronto,QC,2009,Condo,1,7163
217931,3,3,2518,Ottawa,ON,1966,Apartment,0,5654
718960,3,3,2066,Toronto,AB,2000,Condo,1,7499
684007,5,2,3840,Toronto,QC,1993,House,1,6605
266745,2,1,2107,Calgary,BC,1997,Apartment,1,2281
942154,2,1,1934,Vancouver,BC,1976,Condo,1,6763
575414,3,2,2133,Calgary,QC,1954,Condo,0,5998
101536,5,1,1979,Montreal,QC,2008,Apartment,1,1813
419027,1,1,2149,Toronto,BC,1966,Apartment,0,6220
216782,2,1,2840,Vancouver,AB,1969,Condo,0,8758
313338,2,3,3639,Montreal,BC,1956,Condo,0,5459
413676,3,1,1823,Toronto,QC,2001,Condo,0,2829
868785,4,3,1795,Montreal,ON,1984,Condo,0,4426
334155,3,3,1085,Ottawa,ON,1992,Condo,1,6125
936911,1,3,3030,Ottawa,ON,1951,Apartment,0,3992
858080,4,2,1501,Vancouver,AB,1954,House,1,8355
474036,2,3,1201,Toronto,ON,2004,Apartment,0,6910
116410,4,2,3133,Montreal,ON,1953,House,1,2919
287295,1,3,2490,Toronto,ON,1982,Apartment,1,6583
139288,4,2,2971,Vancouver,ON,1957,Condo,0,6356
546966,1,3,1087,Ottawa,ON,2006,Apartment,1,8630
361498,4,2,2865,Ottawa,AB,2021,Condo,0,7052
517144,2,1,3139,Toronto,AB,1999,Condo,1,7192
237875,3,2,2770,Ottawa,BC,1977,House,0,7503
751769,2,3,3572,Ottawa,ON,1962,Apartment,0,5322
738381,1,2,3812,Calgary,ON,1988,Apartment,1,2662
364384,2,2,2806,Montreal,QC,2019,Apartment,1,3091
408243,3,2,2882,Montreal,QC,2015,House,1,7610
693821,3,3,1507,Montreal,ON,2006,House,0,4206
899171,5,2,3059,Vancouver,QC,1977,Condo,0,6171
403505,4,3,1737,Vancouver,ON,1980,Condo,1,6782
581094,4,2,1071,Montreal,BC,1996,Condo,1,5375
291631,5,1,1557,Vancouver,ON,2015,Condo,0,1360
924273,1,3,3246,Toronto,QC,1988,Condo,1,4737
560832,3,2,1157,Montreal,ON,2003,Apartment,1,3415
555031,4,1,2409,Calgary,BC,1993,House,1,7613
925105,3,2,1087,Vancouver,ON,2002,House,0,5376
640314,1,1,1767,Toronto,QC,1951,Condo,1,9347
799990,3,3,3288,Vancouver,BC,1992,House,1,2894
881537,5,3,3859,Calgary,BC,1998,Apartment,1,3089
784426,5,2,2814,Vancouver,BC,1962,House,0,9784
194756,2,3,3092,Calgary,ON,1959,Apartment,0,4408
970058,4,1,2129,Toronto,BC,2004,Apartment,1,7157
416357,2,2,1941,Ottawa,AB,1997,Condo,1,2462
407989,1,1,1180,Ottawa,QC,2007,Condo,1,4241
327041,4,1,2294,Toronto,AB,1953,Condo,1,7405
878590,1,1,3678,Montreal,QC,2004,Condo,1,6672
236929,3,1,2544,Calgary,ON,2011,House,0,3092
758920,5,3,1140,Vancouver,ON,2008,House,1,6544
363050,3,2,3498,Toronto,AB,1989,House,0,6652
979484,3,1,878,Toronto,QC,1980,House,0,5887
288361,5,1,2424,Montreal,ON,1953,House,0,4939
501541,5,3,3938,Vancouver,ON,2007,Apartment,1,4753
852851,1,1,1652,Calgary,ON,1985,Condo,1,4393
314298,1,1,2469,Montreal,QC,2017,Apartment,1,7639
334764,1,3,1571,Vancouver,BC,1964,Apartment,1,4350
439652,5,3,3790,Vancouver,ON,1972,Condo,0,9521
826186,2,1,1256,Montreal,AB,1963,Condo,1,8602
675361,2,2,876,Montreal,QC,1980,Condo,0,8694
412794,1,1,3612,Vancouver,AB,1963,House,0,4143
618374,4,3,3649,Calgary,BC,2008,Apartment,1,3504
974546,5,3,1352,Vancouver,ON,1967,Apartment,0,7698
209293,2,3,1210,Toronto,BC,2003,Condo,1,4580
538736,1,2,1917,Ottawa,ON,2012,Apartment,1,9419
305782,1,3,2928,Ottawa,QC,1981,Condo,0,5896
437866,1,2,2864,Calgary,QC,1975,Apartment,1,3525
696473,2,1,927,Montreal,AB,1971,Apartment,1,4542
795989,1,3,1266,Vancouver,BC,2021,Apartment,0,8162
588546,3,2,3493,Calgary,BC,1955,Condo,1,4007
835447,1,1,2162,Ottawa,BC,1999,Apartment,1,4754
449869,1,3,3305,Montreal,BC,2019,Apartment,0,2151
881519,2,1,1705,Montreal,AB,1982,Condo,0,9782
150758,4,1,3254,Toronto,QC,1955,Condo,0,6637
673706,1,1,3663,Toronto,AB,1982,Condo,1,4385
813659,5,1,3788,Toronto,AB,2010,House,0,4087
608579,1,1,2258,Toronto,QC,1999,Condo,0,2931
453287,3,3,927,Ottawa,BC,1987,House,0,1121
992331,2,3,1146,Toronto,BC,1952,Apartment,0,4776
771514,5,1,1709,Toronto,BC,1991,House,1,6599
870758,3,1,2131,Calgary,BC,1992,Condo,1,1034
675918,4,1,2396,Montreal,BC,2012,Condo,1,7355
374033,4,3,1799,Ottawa,QC,1996,Condo,0,8382
479141,3,1,2427,Ottawa,QC,2012,House,1,1918
562463,4,2,3505,Toronto,BC,1987,House,1,1178
100826,1,3,1066,Vancouver,QC,1979,Condo,0,9944
482865,1,3,1795,Toronto,QC,1999,Condo,1,5692
308064,5,2,2224,Montreal,QC,1987,Apartment,0,8323
981666,4,2,1188,Ottawa,ON,1979,Apartment,1,4636
904034,2,3,1277,Ottawa,ON,1999,Condo,0,7239
385204,2,3,937,Montreal,ON,2000,Apartment,0,7122
917025,5,3,3377,Montreal,AB,2015,Condo,1,4805
969222,3,1,2122,Toronto,ON,2000,Condo,1,9421
203752,1,3,3226,Vancouver,ON,1950,Condo,0,8758
934442,3,2,3681,Vancouver,BC,2011,House,1,9975
899370,3,2,2943,Toronto,ON,1955,House,0,6401
930057,1,3,3379,Calgary,AB,1997,Condo,1,6966
820478,5,2,3421,Vancouver,ON,1956,Apartment,0,2418
970016,4,1,860,Montreal,BC,1980,Apartment,1,2578
616136,2,2,1219,Toronto,AB,1971,Condo,1,3457
147124,4,2,2000,Montreal,BC,2016,Apartment,0,2555
281266,3,1,1247,Ottawa,ON,2018,Condo,0,7670
540175,4,3,1600,Ottawa,AB,1965,Apartment,0,5914
468951,1,1,1182,Ottawa,BC,1973,House,1,1579
520779,2,2,2496,Toronto,QC,2019,Apartment,0,4230
765855,4,3,1266,Montreal,AB,1981,Apartment,0,9057
816871,5,1,1347,Montreal,BC,1983,Condo,1,7345
795300,3,2,1470,Toronto,QC,1971,House,0,7344
420568,2,1,3510,Montreal,ON,2000,Apartment,1,4222
917727,5,1,3438,Toronto,ON,1972,House,1,8790
393420,2,3,1906,Calgary,QC,1950,Condo,1,7259
512746,3,2,1143,Vancouver,ON,1960,Apartment,1,9722
695456,3,2,2326,Montreal,ON,2000,Apartment,0,2795
513952,1,3,2178,Ottawa,ON,1974,Condo,1,3805
387122,5,3,2440,Vancouver,BC,1996,House,1,5972
677853,2,3,2718,Montreal,BC,1961,Apartment,1,3236
142059,3,1,1865,Calgary,BC,2012,Apartment,1,8736
864128,5,2,3048,Toronto,ON,1961,Apartment,1,8181
195079,1,2,2975,Calgary,ON,2019,Condo,0,9132
173356,4,1,2968,Vancouver,ON,1971,Condo,1,5569
467673,2,3,1347,Montreal,QC,2016,Apartment,0,5937
783503,3,2,1479,Ottawa,QC,2020,Apartment,1,6244
534351,3,3,1342,Vancouver,QC,1987,Apartment,0,2620
328299,5,2,1559,Ottawa,QC,1988,Condo,1,3474
232475,2,2,1413,Montreal,BC,2017,Apartment,1,3085
226641,2,1,2196,Vancouver,AB,2003,Apartment,0,9298
125567,5,3,2739,Vancouver,BC,1975,House,1,2062
630704,3,2,3030,Toronto,AB,1960,House,0,8717
959375,5,1,3586,Vancouver,QC,1992,Apartment,1,1779
750090,5,3,1539,Vancouver,AB,2001,Condo,0,7936
325506,5,3,1078,Montreal,QC,1969,House,0,6715
360718,1,3,2667,Toronto,ON,1992,House,1,7289
839698,4,2,3262,Calgary,ON,1955,Condo,0,9007
786244,5,2,1500,Ottawa,ON,1994,House,0,2362
462111,3,1,3360,Calgary,AB,1966,House,0,7053
576825,4,3,2895,Calgary,BC,1990,Condo,1,8742
418795,5,3,3231,Calgary,AB,1991,Apartment,1,7750
966572,3,1,841,Toronto,BC,2012,Apartment,1,7212
595955,3,1,1808,Montreal,ON,1969,House,1,8883
265806,4,1,3641,Ottawa,ON,1985,House,1,7107
622280,1,1,2794,Vancouver,QC,1989,Condo,1,6419
140669,4,1,2570,Toronto,BC,1982,House,0,5869
262736,3,3,3659,Vancouver,AB,1952,House,0,5681
603160,4,3,1439,Ottawa,BC,1968,Apartment,1,2354
445965,2,1,3628,Ottawa,ON,1978,House,0,9775
812604,1,3,3832,Calgary,ON,1977,Apartment,1,3013
999134,3,1,2762,Montreal,BC,1992,Apartment,1,7978
753343,3,2,2102,Calgary,QC,1953,House,1,5124
460096,4,2,2486,Ottawa,ON,2009,Condo,1,8974
913445,1,1,1638,Montreal,AB,1963,House,0,9318
327406,3,1,3426,Vancouver,AB,1991,House,0,8258
206115,5,2,1881,Ottawa,AB,1962,Apartment,1,9263
318974,1,1,2860,Montreal,BC,1967,House,0,8168
500946,5,1,3934,Calgary,AB,2019,House,1,4365
232750,1,3,3788,Montreal,ON,1999,Condo,1,6900
713678,3,1,3628,Montreal,BC,1950,Apartment,0,9250
393203,4,3,916,Ottawa,QC,2022,Condo,1,7379
388352,3,1,2353,Toronto,QC,2012,Condo,0,7534
565553,1,2,3393,Ottawa,BC,1977,House,0,2498
566940,1,1,1778,Montreal,QC,1998,Condo,0,2882
719302,5,1,2014,Toronto,ON,2003,House,0,2973
771362,4,3,2632,Toronto,QC,1992,Condo,1,6288
961409,4,3,1722,Montreal,ON,2015,Condo,0,9630
183992,2,3,1786,Ottawa,QC,2021,Condo,1,4761
180859,4,2,3498,Calgary,ON,1951,Apartment,0,8968
814932,4,1,2122,Ottawa,ON,1973,Condo,0,8733
352975,4,2,3455,Vancouver,QC,1978,Condo,1,6881
253338,1,1,1725,Montreal,ON,1981,Condo,0,8932
750618,4,1,2975,Toronto,BC,2003,Condo,0,6151
617332,5,3,1276,Ottawa,BC,1999,Apartment,1,2776
693166,3,1,2123,Montreal,BC,1982,Apartment,1,3683
444323,4,1,3777,Vancouver,ON,1983,House,1,8272
311610,3,3,2296,Toronto,ON,1962,Apartment,0,8325
910595,2,2,3363,Vancouver,AB,2011,House,1,3488
580477,2,1,2317,Ottawa,ON,1995,Apartment,0,2115
302122,2,3,899,Toronto,ON,2009,Condo,0,1353
182027,1,3,3113,Ottawa,QC,1997,Apartment,0,4680
493112,5,3,3145,Toronto,QC,2009,Condo,1,3686
919839,3,2,2829,Ottawa,QC,1982,Condo,0,9999
697026,4,1,1480,Vancouver,AB,1983,Apartment,0,8303
996475,2,1,2422,Toronto,ON,1972,Apartment,1,5189
291965,1,3,1434,Calgary,QC,1951,House,1,8540
897812,3,1,1153,Montreal,AB,2020,House,0,2191
285003,1,3,3463,Vancouver,QC,1993,Condo,1,2214
241848,3,1,1022,Ottawa,BC,1964,House,0,4871
652965,2,1,1994,Montreal,ON,1967,Apartment,1,1659
528639,1,1,3000,Calgary,ON,1981,Condo,1,2309
117993,4,3,3560,Calgary,ON,1974,Apartment,1,8314
400386,2,3,2202,Vancouver,BC,2008,Condo,1,1767
865670,3,2,2970,Calgary,QC,2001,Apartment,0,6275
433490,1,2,3291,Vancouver,ON,1959,Apartment,0,8547
813363,1,1,911,Vancouver,ON,2004,Condo,0,2542
837423,5,3,1000,Ottawa,AB,1960,Condo,1,9550
540503,4,3,3906,Vancouver,QC,1972,Apartment,0,3859
478822,2,1,3491,Vancouver,ON,1982,Apartment,0,7074
236694,1,1,3193,Ottawa,QC,2006,Apartment,1,9271
288866,2,2,1046,Calgary,ON,2013,Apartment,1,6991
366165,1,1,3441,Ottawa,ON,1950,House,0,1233
647547,5,2,1380,Toronto,BC,1969,Apartment,1,2754
302655,3,2,1718,Toronto,AB,2002,House,1,1326
813339,1,3,1926,Calgary,ON,2010,House,0,1583
110349,3,3,1081,Calgary,ON,2013,Apartment,0,3049
791879,2,2,2281,Ottawa,BC,1950,Apartment,0,2812
657955,2,2,2110,Vancouver,ON,2006,Apartment,1,6433
481286,3,2,1020,Ottawa,BC,2009,House,0,2051
962990,5,3,1882,Ottawa,ON,1986,Condo,0,5071
679372,5,1,3086,Ottawa,ON,1965,Condo,1,6952
174948,3,1,1118,Calgary,AB,1951,House,0,8760
915453,2,1,1242,Ottawa,BC,1993,Condo,0,9157
383118,1,3,2704,Montreal,AB,1989,Apartment,0,7118
478219,1,3,3007,Toronto,ON,2007,House,1,8687
810147,2,2,1366,Ottawa,AB,1965,Condo,1,3646
685947,1,2,1584,Montreal,AB,1968,Condo,0,3500
841526,2,1,3841,Vancouver,ON,1978,House,1,9088
966414,3,2,3129,Vancouver,ON,2015,Apartment,1,1603
609980,2,1,1163,Montreal,ON,1966,Condo,1,9792
822653,1,3,1204,Montreal,QC,1952,Apartment,1,4669
743134,1,3,1818,Vancouver,ON,1961,House,1,4321
231242,4,3,3235,Montreal,AB,1998,Condo,1,2503
150809,5,1,901,Calgary,QC,1968,Apartment,1,8542
760913,1,2,1234,Ottawa,ON,1955,Condo,1,3298
978615,3,1,1948,Vancouver,QC,1957,Condo,0,1680
784425,1,2,3397,Calgary,AB,2003,Apartment,1,2685
338959,5,2,3005,Toronto,BC,1988,Condo,1,5273
825757,1,1,3126,Montreal,ON,1971,House,1,5558
941117,1,1,2341,Calgary,ON,1955,House,1,5977
421529,5,2,3080,Toronto,BC,2017,Condo,0,2515
631926,3,3,3270,Calgary,ON,2010,Condo,1,6080
417862,4,3,3555,Calgary,ON,1958,Condo,1,5749
851035,3,3,1576,Ottawa,BC,2000,Apartment,1,9225
104436,3,1,808,Toronto,BC,1965,House,1,1668
807896,3,2,2315,Calgary,BC,1990,House,1,5580
517792,5,2,2478,Toronto,ON,2021,House,1,5342
163049,5,3,1293,Toronto,BC,1985,House,0,1976
567996,1,2,1153,Ottawa,ON,1997,Apartment,1,7367
959294,1,2,3450,Montreal,QC,1994,Apartment,1,3858
674685,2,3,2930,Vancouver,ON,1983,Apartment,0,7453
578310,1,2,922,Montreal,ON,1982,Apartment,1,1888
847306,1,2,2617,Toronto,AB,2008,Apartment,1,1358
832593,1,2,3744,Vancouver,ON,1965,House,0,4454
842421,2,1,3202,Vancouver,BC,2014,House,0,5126
697626,2,3,2021,Vancouver,QC,1991,House,0,7071
415288,1,1,2496,Toronto,ON,1991,House,0,1559
101688,5,2,2888,Vancouver,ON,1961,Condo,0,4938
401503,4,1,3997,Montreal,ON,2016,Apartment,0,8318
698259,2,2,1339,Vancouver,AB,1973,Condo,0,8826
172472,1,2,3156,Montreal,AB,2011,House,1,9488
273666,2,1,1159,Vancouver,QC,1955,Condo,0,4999
869901,5,2,1491,Vancouver,QC,2009,Apartment,1,3424
757570,1,2,1140,Toronto,ON,1982,House,0,3869
812878,1,1,3755,Vancouver,ON,1977,Condo,0,5203
683851,3,3,1312,Toronto,AB,1980,Condo,0,3762
917744,4,2,1532,Toronto,QC,1977,House,0,5006
883797,3,1,2169,Montreal,ON,1983,House,0,6404
709864,5,3,1810,Montreal,ON,1987,Condo,0,6514
862122,3,2,2294,Ottawa,BC,2009,Condo,1,3516
191494,4,1,1456,Ottawa,QC,1993,House,0,8617
362923,4,2,1590,Calgary,AB,2022,Apartment,1,6791
338234,4,1,1912,Ottawa,AB,1989,Apartment,0,6759
410293,4,2,2503,Ottawa,QC,1974,Apartment,0,1436
232229,3,2,3264,Calgary,ON,1968,Apartment,1,7727
202980,1,3,3668,Toronto,ON,1993,Apartment,1,4333
879103,2,1,3666,Vancouver,ON,2015,Condo,0,5585
955868,4,3,1241,Vancouver,ON,2011,Apartment,0,1301
714456,4,2,2259,Ottawa,ON,1960,Apartment,1,2782
304680,4,1,2293,Montreal,QC,1994,House,0,8850
846014,1,2,3833,Vancouver,QC,2011,Condo,0,5329
173167,4,2,2188,Toronto,AB,1954,House,1,2453
207346,4,2,2202,Ottawa,QC,1976,House,1,6311
109367,3,1,3012,Vancouver,AB,1996,Apartment,1,3602
581163,3,3,2444,Vancouver,ON,1953,Apartment,0,7213
640264,5,2,2973,Calgary,BC,1999,Apartment,0,8768
534698,2,1,1496,Vancouver,ON,1998,Apartment,1,7349
484472,3,2,2420,Ottawa,AB,1960,Apartment,1,3891
